landing_id,activity_period,operating_airline,operating_iata,published_airline,published_iata,geo_summary,geo_region,landing_aircraft_type,body_type,aircraft_manufacturer,aircraft_model,aircraft_version,landing_count,total_landed_weight,airline_id,airport_id,runway_id,weather_id,flight_id,pilot_id,delay_id,maintenance_id,aircraft_capacity
21411,202304,"Garcia, Roberts and Brooks",LNG,Vaughan Inc,JFY,Domestic,South America,Helicopter,Narrow-body,Boeing,A320,-800,2,160033,396,284,117,68,11772,812,1129,3565,200
21412,202109,Walters Group,XNN,Stephens Group,XBG,International,North America,Jet,Narrow-body,Embraer,A320,-900,2,297865,112,272,15,50,2071,202,311,2605,180
21413,202107,Frost Ltd,QJW,Smith PLC,DAT,International,Asia,Helicopter,Wide-body,Boeing,A320,-900,1,199933,238,274,198,91,9489,268,1822,1402,220
21414,202310,Irwin Ltd,BWS,Patterson-Vaughn,LIB,Domestic,North America,Turboprop,Narrow-body,Bombardier,E190,-800,2,211455,219,115,83,25,21496,903,409,3252,180
21415,202201,Smith-Campbell,RYW,Brown Inc,YTK,Domestic,North America,Helicopter,Narrow-body,Embraer,737,-800,7,79757,382,283,11,74,10907,921,275,3893,150
21416,202310,"Hernandez, James and Baker",LFB,Murray LLC,MWI,Domestic,South America,Helicopter,Wide-body,Bombardier,CRJ900,-900,10,252410,56,281,60,16,7342,125,1567,470,220
21417,202501,Nielsen-Hubbard,FUT,Ayala-Booth,HPM,International,South America,Turboprop,Narrow-body,Airbus,CRJ900,-1000,3,218253,390,21,17,71,17832,231,2501,1039,200
21418,202407,Lewis PLC,EOX,"Gomez, Macias and Hill",AZV,Domestic,Europe,Turboprop,Wide-body,Boeing,CRJ900,-800,8,89338,437,231,139,95,6345,325,1191,4266,180
21419,202212,Arnold-Murillo,LWS,"Hopkins, Crosby and Arnold",EPY,International,Europe,Jet,Wide-body,Embraer,CRJ900,-1000,3,216491,330,41,145,9,5449,36,1416,112,250
21420,202310,"Duncan, Johnson and Miller",FIB,Humphrey-Craig,LFB,International,Asia,Turboprop,Narrow-body,Bombardier,A320,-200,6,121906,381,85,169,16,12268,207,204,3229,220
21421,202409,"Bullock, Fernandez and Dawson",ITA,Ramirez LLC,WNF,Domestic,Asia,Jet,Wide-body,Embraer,CRJ900,-200,2,86756,86,299,10,89,3540,165,1337,1935,250
21422,202407,Cox Group,NAQ,Robinson-Le,TQZ,International,South America,Turboprop,Wide-body,Embraer,CRJ900,-200,4,92017,451,117,174,90,6464,534,760,3552,180
21423,202112,Ellis-Barron,FLR,"Cunningham, Ray and Jones",BIF,Domestic,Europe,Jet,Wide-body,Embraer,A320,-900,4,311629,302,250,107,53,10867,944,661,1617,150
21424,202109,Orozco Group,EYI,Reid-Huff,TVQ,International,Africa,Jet,Wide-body,Bombardier,737,-900,7,209587,397,108,43,90,14024,529,2469,278,150
21425,202106,Buckley-Lewis,PXN,"Joseph, Wallace and Hawkins",IKN,International,South America,Helicopter,Wide-body,Airbus,A320,-200,3,308530,37,226,187,61,1220,303,2945,425,150
21426,202412,"Rodriguez, Bishop and Hall",FHX,"Perry, Ramirez and Thompson",XID,International,North America,Helicopter,Narrow-body,Bombardier,E190,-200,4,183350,98,161,192,84,850,832,669,3603,220
21427,202101,Vaughan Ltd,HJD,Harris-Turner,YBC,International,Oceania,Helicopter,Narrow-body,Airbus,737,-800,6,387438,63,130,162,80,20876,310,1436,481,220
21428,202103,Miller-Richmond,OND,Mueller and Sons,MZX,Domestic,North America,Turboprop,Wide-body,Embraer,A320,-200,3,164928,203,7,115,27,12707,301,2060,1246,220
21429,202503,Miller PLC,FJT,Holt-Bates,ZIB,International,Africa,Helicopter,Narrow-body,Embraer,737,-200,4,88744,62,10,152,50,3520,186,579,2661,200
21430,202105,Barrera Group,WDL,"Dunn, Smith and Baker",ZYR,Domestic,Africa,Helicopter,Wide-body,Embraer,E190,-800,9,174184,259,278,38,18,636,785,2849,857,200
21431,202309,"Jones, Holder and Perez",JQO,"Newton, Rodriguez and Edwards",BTY,International,South America,Turboprop,Wide-body,Airbus,CRJ900,-200,9,378670,277,93,78,7,11933,521,2407,3496,200
21432,202007,"Williams, Sloan and Clay",LYX,Davis-Green,VCB,Domestic,Oceania,Jet,Wide-body,Airbus,737,-800,9,193871,445,142,129,85,10153,64,2992,2311,180
21433,202204,Mccann-Nelson,EZX,Mann-Foster,UMQ,International,North America,Turboprop,Wide-body,Boeing,737,-900,7,181712,475,215,76,36,8526,897,926,3151,250
21434,202206,Rivera-Morrison,MVA,Moss-Pearson,JEE,Domestic,Oceania,Helicopter,Narrow-body,Embraer,737,-800,6,85417,475,295,183,74,10518,349,1030,188,250
21435,202203,Palmer Ltd,SEM,"Carr, Brooks and Marshall",XEF,Domestic,North America,Jet,Wide-body,Bombardier,E190,-1000,4,113675,282,25,91,14,2170,690,2090,3965,200
21436,202208,Rich-Reyes,GZS,Burton and Sons,ZQC,Domestic,Europe,Helicopter,Wide-body,Boeing,A320,-800,4,156707,499,184,22,30,11146,877,48,3942,180
21437,202109,Chen and Sons,XSW,West-Hamilton,TOP,Domestic,Oceania,Turboprop,Narrow-body,Airbus,E190,-200,5,165646,240,40,52,85,5760,971,1694,2623,200
21438,202007,Hawkins and Sons,THT,"Smith, Boyer and Harris",TVA,Domestic,Africa,Turboprop,Narrow-body,Embraer,E190,-200,9,314050,211,171,38,76,21195,141,521,1110,200
21439,202404,"Hanson, Mcbride and Sweeney",NVC,Lynn-Villegas,TWJ,Domestic,Africa,Jet,Narrow-body,Bombardier,CRJ900,-900,8,90376,205,157,126,39,12989,157,2934,224,180
21440,202311,Watson LLC,RMT,Mitchell-Saunders,YMT,Domestic,South America,Jet,Narrow-body,Boeing,A320,-1000,4,55329,363,8,88,33,3648,38,2522,4770,200
21441,202107,"Guzman, Cole and Miller",XIR,"Barnett, Diaz and Ramirez",GQC,International,Europe,Turboprop,Wide-body,Boeing,CRJ900,-200,5,141476,346,238,21,71,755,240,1842,2931,150
21442,202201,Owens-Perez,KCD,Martinez PLC,WKH,Domestic,North America,Turboprop,Wide-body,Airbus,A320,-200,7,393875,461,161,166,70,7868,292,1961,1237,150
21443,202108,Bentley-Byrd,UJQ,Sanchez PLC,CDW,International,Europe,Helicopter,Narrow-body,Airbus,737,-900,4,221893,15,15,145,55,15164,416,2677,2136,150
21444,202202,Wong-Kent,HLJ,"Wilson, Mcconnell and Wong",PLY,Domestic,South America,Jet,Wide-body,Boeing,A320,-1000,5,150958,489,81,142,64,6793,951,1585,2442,220
21445,202210,"Pope, Harper and Jones",YRH,"Bishop, Gordon and Bell",WAR,International,North America,Turboprop,Wide-body,Bombardier,A320,-1000,6,352447,263,197,45,96,9142,550,28,1828,200
21446,202304,"Wyatt, Sanders and Giles",HIT,"Flores, Duncan and Friedman",FPQ,Domestic,Oceania,Turboprop,Narrow-body,Bombardier,737,-200,2,73097,308,235,150,87,16479,985,960,372,220
21447,202204,Berry Inc,JCM,Morgan PLC,EAX,International,Asia,Jet,Narrow-body,Bombardier,E190,-800,10,183464,478,121,95,91,6127,825,2250,3125,150
21448,202110,"Rivera, Sanchez and Beck",YQG,Hurley-Tyler,VEX,Domestic,Africa,Turboprop,Narrow-body,Embraer,E190,-800,5,327789,500,240,24,75,21541,638,522,3610,150
21449,202109,"Morgan, Christian and Smith",APB,Cook LLC,HYE,International,North America,Helicopter,Narrow-body,Embraer,E190,-900,4,326292,125,125,29,33,17143,634,2707,3334,180
21450,202008,Potts-Herrera,ALF,"Miller, Rasmussen and Golden",KXC,Domestic,Europe,Turboprop,Narrow-body,Bombardier,A320,-800,7,231204,229,19,10,39,1471,377,153,1185,250
21451,202206,Murphy-Lam,IGO,"Williams, Rogers and Gray",NFR,Domestic,Asia,Jet,Narrow-body,Embraer,A320,-200,9,384812,1,239,73,24,11742,278,1064,2519,200
21452,202410,"Watson, Ramos and Moreno",GHV,Bush-Nguyen,CMD,Domestic,Asia,Helicopter,Narrow-body,Bombardier,E190,-800,8,390824,7,235,164,42,19701,302,928,799,180
21453,202408,Riley Inc,OQE,"Fuller, Randolph and Smith",AQH,International,Oceania,Jet,Narrow-body,Airbus,CRJ900,-800,3,71789,164,177,200,12,859,267,1448,3012,180
21454,202105,"Moss, Hendrix and Flores",ERP,Holland-Barnett,ZTU,Domestic,Africa,Jet,Wide-body,Bombardier,CRJ900,-200,3,204684,486,149,145,6,2511,262,1079,3701,180
21455,202306,Cooper LLC,OKV,Jones-Mejia,GDB,International,Asia,Turboprop,Narrow-body,Embraer,E190,-800,4,277425,231,117,140,34,659,986,128,4390,150
21456,202201,Bruce-Garcia,HYQ,Ward-Hill,VFG,International,Oceania,Turboprop,Narrow-body,Airbus,CRJ900,-200,2,234631,72,182,86,16,538,161,565,4871,200
21457,202412,Thompson-Gutierrez,VZX,Cain-Lucas,ZPF,International,Europe,Turboprop,Wide-body,Bombardier,737,-200,6,317536,306,122,36,21,11902,561,409,4668,250
21458,202310,Garcia-Moore,NPE,Williams PLC,EBF,Domestic,Asia,Turboprop,Narrow-body,Embraer,CRJ900,-200,10,167645,155,83,182,90,5888,276,920,1100,200
21459,202405,Love and Sons,TDF,Lewis-Hamilton,FPL,International,North America,Turboprop,Narrow-body,Boeing,CRJ900,-900,10,276914,39,99,84,2,11133,98,2674,1305,180
21460,202104,Le-Moore,AHE,Oconnor PLC,YQO,Domestic,Oceania,Turboprop,Wide-body,Bombardier,A320,-800,5,139177,111,42,92,62,18030,327,799,1880,180
21461,202201,"Davis, Dixon and Jacobson",ZOU,Hampton-Shaw,JIO,International,South America,Helicopter,Narrow-body,Embraer,CRJ900,-1000,1,90537,109,103,39,72,12616,165,610,2642,220
21462,202408,Smith and Sons,TEZ,"Gallagher, Lewis and Norman",BZT,International,North America,Jet,Narrow-body,Bombardier,E190,-1000,2,208454,144,284,79,34,919,490,2183,277,250
21463,202106,"Jones, Cruz and Vaughn",FOY,Johnson-Chan,ISX,International,South America,Turboprop,Narrow-body,Bombardier,CRJ900,-1000,4,250106,246,58,34,41,19150,495,1311,1299,250
21464,202210,"Smith, Lee and Martinez",IBS,"Soto, Brown and Torres",TTE,International,Europe,Jet,Narrow-body,Airbus,737,-1000,7,207953,430,27,146,88,11478,115,2549,2931,220
21465,202105,Collins-Cunningham,LHO,"Dunn, Patterson and Werner",TUY,International,North America,Turboprop,Wide-body,Boeing,CRJ900,-800,9,341754,448,299,156,82,19771,630,2082,4521,200
21466,202502,Richardson Inc,MLB,"Williams, West and Ward",NVT,Domestic,Asia,Jet,Narrow-body,Bombardier,E190,-200,2,82485,400,32,94,3,3355,396,959,1311,200
21467,202106,"Horton, Lee and Allen",RUU,Mitchell-Snyder,OEY,Domestic,Europe,Jet,Wide-body,Embraer,A320,-1000,3,133139,189,158,71,94,1315,765,476,3752,200
21468,202503,"Bennett, Richards and Love",OAT,Carroll-Bolton,ECZ,Domestic,Asia,Jet,Wide-body,Boeing,CRJ900,-200,5,268359,212,100,84,63,19932,576,1090,1793,250
21469,202502,Delgado-Flores,HHF,"Schneider, Wiggins and Lawrence",QHF,International,Oceania,Turboprop,Narrow-body,Boeing,E190,-1000,9,57291,312,264,199,77,15199,238,1256,1899,220
21470,202404,"Page, Morgan and Grant",HGB,Holt Ltd,VOJ,Domestic,South America,Helicopter,Narrow-body,Embraer,A320,-1000,9,94354,250,286,174,25,12631,104,2383,3555,150
21471,202501,Rivera-Arnold,ULK,"Lindsey, Harper and Carrillo",UTM,International,Europe,Turboprop,Narrow-body,Bombardier,CRJ900,-900,5,170370,421,87,154,58,16062,938,1617,1710,200
21472,202309,"Bartlett, Padilla and Brown",JQQ,Gibbs-Wood,QJI,International,Europe,Jet,Narrow-body,Bombardier,737,-1000,6,167034,24,135,181,87,19690,443,1514,4600,220
21473,202308,Gaines-David,GWQ,Ingram Group,TFF,Domestic,Asia,Helicopter,Wide-body,Embraer,737,-200,9,266586,373,128,96,66,10841,769,2228,3619,220
21474,202010,Gonzalez-Douglas,MMC,Webster-Adams,KNV,International,North America,Turboprop,Wide-body,Airbus,E190,-800,4,190268,369,105,158,35,19512,874,407,1430,220
21475,202412,"Barrett, Evans and Dean",AFG,Nguyen-Smith,IQG,International,Africa,Jet,Wide-body,Boeing,E190,-1000,4,277119,245,211,88,13,7459,202,2563,799,200
21476,202308,"Simmons, Jackson and Bryant",RGN,Lucero Inc,LSW,International,Oceania,Turboprop,Narrow-body,Airbus,CRJ900,-200,9,160621,443,254,5,63,3975,526,237,1618,180
21477,202105,Gomez-Edwards,ACJ,"Reynolds, Kramer and Dawson",NHI,Domestic,Europe,Turboprop,Narrow-body,Bombardier,737,-800,8,69299,23,18,53,92,10962,192,1816,3,180
21478,202203,Rasmussen-Spencer,NBW,Holmes-Martin,BNV,Domestic,Asia,Helicopter,Wide-body,Boeing,CRJ900,-900,1,248050,129,160,140,13,19724,301,2348,631,220
21479,202501,"Martin, Lee and Price",LZJ,"Burke, Robbins and Collins",KJK,Domestic,Europe,Turboprop,Wide-body,Boeing,E190,-1000,5,307532,17,253,41,71,19474,377,258,3538,250
21480,202411,"Peck, Martin and Oliver",XHE,"Higgins, Stewart and Crawford",DCH,Domestic,Asia,Helicopter,Narrow-body,Airbus,CRJ900,-200,8,102625,54,127,21,17,13978,764,2747,2788,250
21481,202412,"Garcia, Chavez and Simpson",RKU,Evans-Marshall,UDB,International,Oceania,Jet,Wide-body,Embraer,737,-1000,5,396930,188,247,172,6,1929,814,284,903,200
21482,202402,Jones and Sons,KSD,"Cook, Rodriguez and Weaver",RVC,Domestic,Europe,Turboprop,Wide-body,Embraer,A320,-1000,10,181568,146,2,76,2,19185,172,1974,4769,220
21483,202310,Hopkins-Baker,VDA,Webb and Sons,FMC,International,Asia,Helicopter,Wide-body,Embraer,737,-800,4,376361,363,297,47,77,662,872,1923,3826,180
21484,202103,Jones-Myers,OGT,West Inc,CXF,Domestic,Oceania,Helicopter,Narrow-body,Boeing,A320,-800,1,201575,421,14,183,11,1272,476,933,2343,180
21485,202201,Lee-Mata,BEU,Arnold LLC,NRT,Domestic,North America,Turboprop,Wide-body,Bombardier,A320,-1000,1,258234,426,142,55,52,8165,239,1213,242,220
21486,202011,"Carr, Mcmahon and Moses",AVQ,Ballard Ltd,LQB,Domestic,Africa,Turboprop,Wide-body,Embraer,737,-900,7,351958,297,66,1,44,6624,128,2004,4674,150
21487,202407,Young LLC,SBW,Randall-Arroyo,XRT,International,Asia,Jet,Wide-body,Embraer,737,-900,8,215890,325,72,100,85,16276,5,2378,2833,220
21488,202007,"Pennington, Page and Taylor",GDT,Silva-Brady,YQA,International,Asia,Turboprop,Narrow-body,Embraer,CRJ900,-900,1,70811,245,85,42,37,6141,509,832,911,220
21489,202311,"Cook, Strickland and Castillo",QYF,"Diaz, Moore and Martinez",RXH,Domestic,Asia,Jet,Narrow-body,Boeing,A320,-900,1,288313,41,248,62,53,4431,155,195,3371,250
21490,202105,Rodgers-Martin,QDO,Butler-Allen,JAA,International,Oceania,Jet,Wide-body,Airbus,A320,-200,5,231739,255,179,190,42,15020,249,2329,2102,220
21491,202501,"Whitehead, Moss and Allison",MJR,Rose PLC,UDU,International,South America,Turboprop,Wide-body,Embraer,A320,-200,3,163125,92,81,150,42,6257,486,2311,2495,250
21492,202111,Hunter PLC,TID,Young-Robles,WGX,Domestic,North America,Turboprop,Wide-body,Bombardier,CRJ900,-200,7,105810,249,19,7,26,4178,529,1930,3030,180
21493,202501,Nicholson Ltd,GTI,"Taylor, Hall and Ball",NWP,Domestic,South America,Helicopter,Narrow-body,Embraer,CRJ900,-1000,4,128032,172,113,52,74,19796,136,2974,3522,180
21494,202210,Alvarado-Davis,UIW,Holmes-Hill,LZQ,International,North America,Turboprop,Wide-body,Airbus,E190,-900,4,57467,281,119,179,98,14440,109,2650,4357,250
21495,202203,"Thompson, Henderson and Pope",HYZ,"Waters, Rivas and Page",MDU,International,Africa,Turboprop,Wide-body,Boeing,E190,-200,2,340298,116,146,15,5,12585,645,2039,4024,250
21496,202201,Warren-Rhodes,UCT,Schaefer and Sons,NLZ,Domestic,Europe,Helicopter,Wide-body,Boeing,A320,-900,5,83641,456,22,24,40,19478,226,2263,4427,180
21497,202303,Johnson-Henderson,HGK,Miles and Sons,DOY,International,Africa,Jet,Narrow-body,Boeing,737,-900,2,146589,62,164,72,68,14560,43,521,4178,200
21498,202012,"Lloyd, Powers and Coleman",MHD,Grant PLC,LFF,International,North America,Helicopter,Narrow-body,Bombardier,737,-1000,3,376832,229,59,27,95,14972,916,566,4670,220
21499,202008,Jackson and Sons,ANB,"Padilla, Beltran and Murphy",MZY,Domestic,Europe,Turboprop,Wide-body,Bombardier,A320,-200,3,64552,402,262,46,87,6052,239,2819,728,150
21500,202302,"Coleman, Cobb and Jones",URQ,"Warren, Johnson and Rodriguez",WLG,International,Oceania,Turboprop,Narrow-body,Airbus,CRJ900,-800,3,217932,172,134,98,78,16420,6,2424,2911,200
21501,202202,Gilbert and Sons,GWL,Shepard Group,RVH,International,Europe,Turboprop,Narrow-body,Boeing,CRJ900,-1000,1,107274,495,91,9,54,4254,134,1338,288,220
21502,202410,Cox-Green,YYG,Price Ltd,GVK,International,South America,Helicopter,Narrow-body,Embraer,E190,-800,4,236111,84,8,17,90,2622,690,2258,2328,180
21503,202209,"Collins, Francis and Long",HEV,Hart PLC,WUQ,Domestic,Africa,Helicopter,Wide-body,Boeing,A320,-1000,8,306748,395,34,18,70,2910,138,6,3692,220
21504,202207,"Harris, Gill and Woods",FPJ,Nguyen PLC,TXH,International,Europe,Helicopter,Wide-body,Bombardier,E190,-200,4,272944,411,136,29,95,1647,790,873,3228,220
21505,202203,Freeman Ltd,KZM,Hicks-Gonzalez,DCH,International,Oceania,Turboprop,Narrow-body,Boeing,CRJ900,-900,10,180624,7,44,108,53,4897,299,127,573,180
21506,202406,Gray Group,KGQ,Bryant-Garza,HHP,International,Oceania,Helicopter,Narrow-body,Boeing,A320,-1000,5,101406,15,200,67,34,2090,209,1914,2995,220
21507,202503,"Gillespie, Ortiz and Moore",JRI,"Griffith, Logan and Hebert",GUO,International,Oceania,Jet,Wide-body,Embraer,CRJ900,-900,10,189811,80,155,120,40,16641,193,1136,1090,220
21508,202408,Smith Inc,MPZ,Jones-Johnson,CKI,International,Asia,Jet,Wide-body,Embraer,E190,-200,2,322305,472,20,136,22,1465,635,2566,669,180
21509,202403,Roberts-Smith,JNI,"Gallegos, Garcia and Gomez",SMA,International,South America,Turboprop,Wide-body,Bombardier,CRJ900,-800,1,128268,141,274,77,49,6455,36,539,2174,150
21510,202212,"Garza, Simpson and Clark",LLL,Meyer-Bass,WXN,Domestic,North America,Helicopter,Wide-body,Airbus,A320,-200,6,208399,140,161,27,2,4869,697,518,1097,180
21511,202208,"Berry, Snyder and Johnson",YZB,"Bradley, Taylor and Baird",UJY,Domestic,North America,Helicopter,Wide-body,Airbus,E190,-900,3,236974,66,285,133,32,16392,195,1404,2555,250
21512,202006,Huff-Lewis,KFA,"Taylor, Parks and Miller",ZSB,International,South America,Helicopter,Narrow-body,Bombardier,A320,-900,3,85510,97,28,134,98,12359,67,1156,3726,250
21513,202501,"Hale, Johnson and Nichols",RLV,"Ponce, Hodges and Morris",MXK,International,North America,Turboprop,Narrow-body,Boeing,CRJ900,-800,10,60144,456,255,97,91,12843,936,2754,3728,200
21514,202301,Martinez-Sanchez,KDR,"Gibson, Landry and Mendez",AIN,Domestic,Asia,Turboprop,Wide-body,Boeing,A320,-800,8,320449,403,9,38,1,18926,242,2785,3402,150
21515,202007,Leblanc and Sons,KZF,"Nichols, Jones and Reyes",BVV,International,Oceania,Helicopter,Wide-body,Bombardier,A320,-200,5,282749,93,165,10,80,16955,231,2791,3138,150
21516,202204,"Torres, Wood and Pitts",UXC,Pope-Flores,THL,Domestic,Africa,Helicopter,Narrow-body,Boeing,CRJ900,-800,2,63261,116,138,126,33,12466,947,695,2708,250
21517,202101,Houston-Robinson,PDC,"Garcia, Nguyen and White",ZAK,International,South America,Helicopter,Wide-body,Airbus,A320,-200,3,228185,230,224,14,38,8767,972,1106,2013,150
21518,202306,"Nguyen, Webster and Bryant",LZT,Watson-Osborn,SYZ,International,Europe,Turboprop,Narrow-body,Embraer,A320,-900,1,59441,24,156,41,29,17959,229,1511,1803,150
21519,202312,Hinton and Sons,IJF,"Johnson, Hernandez and Parker",YEH,International,North America,Turboprop,Wide-body,Boeing,CRJ900,-200,10,320083,88,147,118,34,798,287,2541,4663,150
21520,202502,Stevenson-Buchanan,IHZ,Anthony-Taylor,CPX,International,South America,Helicopter,Wide-body,Bombardier,CRJ900,-200,10,139987,136,178,44,20,15402,841,2738,25,250
21521,202106,Davis Inc,CYF,Buchanan-Cherry,SKM,International,North America,Helicopter,Narrow-body,Bombardier,A320,-200,7,235004,488,54,22,87,19098,318,1766,2884,250
21522,202408,Vincent-Scott,VID,Medina Inc,LMU,International,Africa,Jet,Wide-body,Airbus,CRJ900,-200,3,292558,75,145,22,97,3851,929,2979,1130,200
21523,202405,"Rodriguez, Cunningham and Taylor",LCP,Meyer-Robertson,QSE,International,North America,Turboprop,Wide-body,Boeing,737,-900,8,278308,212,59,182,49,8313,329,1653,3637,220
21524,202311,Woods-Martinez,FQM,Beard and Sons,GMJ,International,South America,Jet,Narrow-body,Boeing,A320,-900,10,60164,484,126,142,79,16749,44,1804,4217,150
21525,202504,"Williamson, Lyons and Kelley",ATG,Rivera-Pierce,BVZ,International,Africa,Jet,Narrow-body,Embraer,A320,-800,2,272775,491,3,19,78,15321,504,2738,659,200
21526,202405,"Turner, Perkins and Edwards",TYU,Atkins PLC,OTL,Domestic,North America,Helicopter,Narrow-body,Airbus,737,-200,5,201615,62,29,154,37,11209,431,12,2102,150
21527,202410,Stephens Group,OSN,Wallace-Hall,LLE,International,North America,Turboprop,Narrow-body,Embraer,E190,-200,6,288874,365,266,142,3,8757,359,835,3760,220
21528,202209,Kelly-Lambert,WSK,Watson-Calderon,XFB,Domestic,Asia,Turboprop,Wide-body,Boeing,A320,-1000,1,397038,500,80,37,78,21459,521,1767,1577,250
21529,202012,Delgado LLC,CKH,Cruz PLC,ZPT,International,South America,Jet,Narrow-body,Boeing,A320,-900,10,79213,348,119,4,57,705,915,2588,2009,180
21530,202206,Beltran PLC,IPY,Pope-Walters,XSK,Domestic,North America,Helicopter,Wide-body,Embraer,A320,-900,1,188877,127,39,174,82,1642,431,2057,2610,150
21531,202503,Vasquez-Hamilton,WYY,Christensen-Lynch,ABI,Domestic,North America,Turboprop,Narrow-body,Boeing,E190,-800,3,352144,45,261,36,36,15962,970,2979,3148,180
21532,202212,"Harper, Best and White",XSU,Meza and Sons,HPH,International,Asia,Helicopter,Wide-body,Boeing,CRJ900,-200,6,340344,329,144,139,77,13175,93,1198,2609,250
21533,202311,"Bell, Wagner and Cunningham",INS,Mccarty-White,YHB,Domestic,Asia,Helicopter,Wide-body,Boeing,737,-200,7,231783,323,238,75,49,16950,449,1202,1475,150
21534,202208,"Bartlett, Benson and Richardson",MPD,Barker-Anthony,XDW,Domestic,South America,Jet,Narrow-body,Bombardier,CRJ900,-900,9,370641,178,167,44,84,10720,367,1797,1162,200
21535,202208,"Lee, Huerta and Ward",HBP,Brown-Schultz,PFX,International,North America,Turboprop,Wide-body,Embraer,E190,-1000,7,348253,133,110,183,20,6082,59,2569,3818,150
21536,202008,"Davis, Wilson and Gilbert",ALF,"Pena, Booth and Sharp",HWQ,Domestic,Oceania,Turboprop,Narrow-body,Bombardier,A320,-800,3,187119,261,233,18,31,7908,32,2669,2252,180
21537,202501,Roman Group,XVW,"Page, Marshall and Novak",MKD,International,South America,Jet,Narrow-body,Airbus,CRJ900,-800,10,93468,284,198,180,63,2908,808,2085,1904,220
21538,202502,"Fisher, Brooks and James",KXL,Taylor Inc,IOC,International,Asia,Helicopter,Narrow-body,Boeing,A320,-800,6,127390,500,25,45,78,13040,819,2617,581,150
21539,202201,Foley and Sons,RWR,Phillips-Peterson,RVM,International,South America,Helicopter,Wide-body,Boeing,E190,-1000,10,181056,404,40,32,52,19397,553,2282,4647,180
21540,202212,Arnold-Smith,JSV,Moran and Sons,NLA,Domestic,Oceania,Turboprop,Narrow-body,Airbus,737,-900,10,95547,471,185,196,85,3182,876,1337,1847,250
21541,202305,"Watts, Norris and Herrera",AYJ,"Harmon, Blackwell and Lopez",EVO,International,Oceania,Turboprop,Narrow-body,Airbus,CRJ900,-800,7,251189,219,212,173,65,2065,80,1321,3820,180
21542,202407,Peters and Sons,JSS,Mcdaniel Group,QWG,International,South America,Jet,Wide-body,Embraer,737,-800,6,60890,239,129,43,62,15457,571,1833,1904,250
21543,202310,"Williams, Simpson and Allen",YXH,"Flores, Dixon and Garcia",EAB,International,North America,Helicopter,Narrow-body,Airbus,737,-800,7,309803,348,205,60,87,11709,1000,2715,4703,220
21544,202504,Landry PLC,JFJ,Warren-Floyd,LUB,International,Oceania,Jet,Narrow-body,Airbus,737,-900,6,389912,166,50,77,97,1012,562,394,97,200
21545,202304,Jenkins-Kelly,KFY,"King, Willis and Baker",CJP,International,Europe,Jet,Wide-body,Airbus,E190,-1000,9,149635,202,147,41,12,4896,799,2340,3864,200
21546,202110,Carpenter Group,ZDI,Martinez PLC,VMC,International,North America,Helicopter,Wide-body,Boeing,CRJ900,-200,1,75767,102,196,52,61,13361,859,136,1256,250
21547,202401,Robles Inc,YPA,"Diaz, Thomas and Church",SAQ,Domestic,North America,Helicopter,Narrow-body,Embraer,737,-900,8,153805,204,282,25,9,13021,875,1796,158,180
21548,202502,Chapman Ltd,ZDE,"Galvan, Bowman and Obrien",COI,International,Oceania,Turboprop,Wide-body,Bombardier,E190,-800,2,361925,45,223,146,24,21967,6,1693,2373,250
21549,202504,"Brown, Smith and Stanley",YWP,Hinton-Blanchard,OQZ,Domestic,North America,Helicopter,Narrow-body,Boeing,737,-200,6,51895,458,97,107,64,3306,338,1772,1121,250
21550,202012,"Houston, Webster and Gentry",ULE,Lambert-Young,DTI,International,Africa,Turboprop,Wide-body,Boeing,737,-900,9,229312,386,22,50,83,3916,919,152,1641,200
21551,202204,Robinson Inc,EGA,"Johnson, Cooper and Brown",GRH,Domestic,Africa,Turboprop,Wide-body,Embraer,CRJ900,-800,6,170003,160,102,159,77,17076,991,1183,802,150
21552,202403,Russell-Brown,VUI,Clark-Williams,OYT,Domestic,South America,Jet,Wide-body,Bombardier,CRJ900,-1000,6,155536,267,164,154,95,19271,202,1267,734,150
21553,202206,Bailey-Harris,ACH,Thompson-Bernard,YRR,International,Africa,Turboprop,Narrow-body,Embraer,E190,-900,9,200415,265,298,8,32,21946,292,1875,2394,180
21554,202301,"Spencer, Beasley and Salazar",SUG,"Martinez, Miller and Bass",VMG,International,South America,Turboprop,Wide-body,Airbus,737,-200,1,85475,58,100,120,41,15916,166,1868,2100,220
21555,202404,"Hill, Hampton and Taylor",CCQ,Dominguez LLC,PGO,Domestic,Asia,Helicopter,Narrow-body,Airbus,CRJ900,-900,9,325744,13,19,166,71,12079,72,1233,4912,150
21556,202204,"Richardson, Good and Black",WMP,Fitzgerald Ltd,CGF,Domestic,South America,Jet,Narrow-body,Airbus,E190,-200,5,298212,230,101,51,86,617,46,354,4673,250
21557,202102,Trujillo-Green,GOL,Shea PLC,CHO,International,Africa,Jet,Narrow-body,Embraer,E190,-800,8,186593,325,59,120,31,6993,532,1998,2807,220
21558,202209,Thomas-Howard,MAW,Simpson-Robertson,BBN,International,Europe,Turboprop,Narrow-body,Boeing,E190,-200,4,361972,240,208,12,15,6653,523,1777,4258,200
21559,202304,"Huerta, Wilson and Martinez",WKS,"Knight, Collier and Perkins",DAJ,International,North America,Turboprop,Narrow-body,Boeing,E190,-1000,5,271242,44,75,200,18,10708,175,404,318,200
