Aircraft ID,Manufacturer,Model,Aircraft Type,Capacity
1934,Cessna,Model_1934,Regional Jet,331
1935,Cessna,Model_1935,Wide Body,51
1936,Airbus,Model_1936,Turboprop,87
1937,Embraer,Model_1937,Wide Body,134
1938,Boeing,Model_1938,Turboprop,99
1939,Airbus,Model_1939,Wide Body,151
1940,Bombardier,Model_1940,Regional Jet,84
1941,Boeing,Model_1941,Turboprop,224
1942,Bombardier,Model_1942,Turboprop,226
1943,Airbus,Model_1943,Turboprop,78
1944,Bombardier,Model_1944,Turboprop,351
1945,Boeing,Model_1945,Turboprop,112
1946,Boeing,Model_1946,Turboprop,361
1947,Bombardier,Model_1947,Narrow Body,185
1948,Airbus,Model_1948,Narrow Body,381
1949,Embraer,Model_1949,Turboprop,197
1950,Bombardier,Model_1950,Narrow Body,145
1951,Bombardier,Model_1951,Narrow Body,123
1952,Airbus,Model_1952,Wide Body,58
1953,Embraer,Model_1953,Turboprop,342
1954,Bombardier,Model_1954,Narrow Body,171
1955,Boeing,Model_1955,Regional Jet,158
1956,Cessna,Model_1956,Narrow Body,254
1957,Embraer,Model_1957,Wide Body,383
1958,Embraer,Model_1958,Regional Jet,101
1959,Bombardier,Model_1959,Regional Jet,69
1960,Embraer,Model_1960,Regional Jet,356
1961,Boeing,Model_1961,Wide Body,302
1962,Boeing,Model_1962,Wide Body,156
1963,Bombardier,Model_1963,Regional Jet,159
1964,Embraer,Model_1964,Wide Body,284
1965,Cessna,Model_1965,Regional Jet,386
1966,Boeing,Model_1966,Narrow Body,399
1967,Bombardier,Model_1967,Narrow Body,383
1968,Embraer,Model_1968,Regional Jet,344
1969,Boeing,Model_1969,Wide Body,382
1970,Bombardier,Model_1970,Narrow Body,66
1971,Embraer,Model_1971,Wide Body,142
1972,Airbus,Model_1972,Narrow Body,208
1973,Boeing,Model_1973,Narrow Body,388
1974,Boeing,Model_1974,Turboprop,71
1975,Embraer,Model_1975,Narrow Body,58
1976,Embraer,Model_1976,Regional Jet,84
1977,Embraer,Model_1977,Regional Jet,187
1978,Airbus,Model_1978,Turboprop,191
1979,Boeing,Model_1979,Narrow Body,51
1980,Embraer,Model_1980,Regional Jet,392
1981,Airbus,Model_1981,Narrow Body,271
1982,Cessna,Model_1982,Wide Body,266
1983,Airbus,Model_1983,Regional Jet,172
1984,Boeing,Model_1984,Wide Body,101
1985,Airbus,Model_1985,Wide Body,324
1986,Embraer,Model_1986,Wide Body,161
1987,Cessna,Model_1987,Wide Body,198
1988,Bombardier,Model_1988,Regional Jet,229
1989,Bombardier,Model_1989,Regional Jet,337
1990,Boeing,Model_1990,Wide Body,165
1991,Cessna,Model_1991,Narrow Body,399
1992,Boeing,Model_1992,Turboprop,264
1993,Boeing,Model_1993,Narrow Body,87
1994,Boeing,Model_1994,Wide Body,254
1995,Airbus,Model_1995,Narrow Body,128
1996,Embraer,Model_1996,Wide Body,114
1997,Boeing,Model_1997,Regional Jet,140
1998,Embraer,Model_1998,Wide Body,64
1999,Bombardier,Model_1999,Wide Body,357
2000,Airbus,Model_2000,Turboprop,128
2001,Cessna,Model_2001,Turboprop,220
2002,Airbus,Model_2002,Narrow Body,165
2003,Cessna,Model_2003,Narrow Body,259
2004,Bombardier,Model_2004,Wide Body,140
2005,Bombardier,Model_2005,Narrow Body,326
2006,Airbus,Model_2006,Wide Body,232
2007,Bombardier,Model_2007,Narrow Body,267
2008,Embraer,Model_2008,Wide Body,167
2009,Cessna,Model_2009,Turboprop,158
2010,Airbus,Model_2010,Regional Jet,102
2011,Embraer,Model_2011,Wide Body,189
2012,Airbus,Model_2012,Wide Body,357
2013,Cessna,Model_2013,Wide Body,241
2014,Airbus,Model_2014,Narrow Body,182
2015,Embraer,Model_2015,Regional Jet,400
2016,Boeing,Model_2016,Regional Jet,153
2017,Airbus,Model_2017,Turboprop,99
2018,Airbus,Model_2018,Regional Jet,381
2019,Embraer,Model_2019,Wide Body,310
2020,Bombardier,Model_2020,Wide Body,344
2021,Airbus,Model_2021,Narrow Body,271
2022,Boeing,Model_2022,Regional Jet,160
2023,Bombardier,Model_2023,Regional Jet,265
2024,Bombardier,Model_2024,Wide Body,356
2025,Embraer,Model_2025,Turboprop,66
2026,Bombardier,Model_2026,Wide Body,222
2027,Boeing,Model_2027,Turboprop,302
2028,Bombardier,Model_2028,Turboprop,248
2029,Cessna,Model_2029,Narrow Body,374
2030,Cessna,Model_2030,Wide Body,323
2031,Bombardier,Model_2031,Regional Jet,229
2032,Embraer,Model_2032,Wide Body,298
2033,Cessna,Model_2033,Turboprop,371
2034,Bombardier,Model_2034,Narrow Body,211
2035,Boeing,Model_2035,Regional Jet,342
2036,Bombardier,Model_2036,Turboprop,231
2037,Bombardier,Model_2037,Wide Body,325
2038,Cessna,Model_2038,Turboprop,137
2039,Bombardier,Model_2039,Narrow Body,118
2040,Cessna,Model_2040,Turboprop,69
2041,Bombardier,Model_2041,Turboprop,295
2042,Airbus,Model_2042,Wide Body,244
2043,Embraer,Model_2043,Turboprop,271
2044,Airbus,Model_2044,Regional Jet,387
2045,Bombardier,Model_2045,Regional Jet,283
2046,Bombardier,Model_2046,Wide Body,310
2047,Embraer,Model_2047,Narrow Body,197
2048,Embraer,Model_2048,Wide Body,81
2049,Airbus,Model_2049,Narrow Body,346
2050,Cessna,Model_2050,Wide Body,145
2051,Boeing,Model_2051,Wide Body,303
2052,Embraer,Model_2052,Regional Jet,360
2053,Cessna,Model_2053,Narrow Body,203
2054,Embraer,Model_2054,Regional Jet,315
2055,Cessna,Model_2055,Narrow Body,134
2056,Cessna,Model_2056,Turboprop,178
2057,Airbus,Model_2057,Regional Jet,335
2058,Cessna,Model_2058,Wide Body,111
2059,Bombardier,Model_2059,Narrow Body,126
2060,Embraer,Model_2060,Narrow Body,90
2061,Bombardier,Model_2061,Narrow Body,292
2062,Airbus,Model_2062,Regional Jet,67
2063,Bombardier,Model_2063,Turboprop,353
2064,Bombardier,Model_2064,Turboprop,94
2065,Cessna,Model_2065,Wide Body,232
2066,Cessna,Model_2066,Turboprop,371
2067,Bombardier,Model_2067,Wide Body,122
2068,Embraer,Model_2068,Turboprop,327
2069,Embraer,Model_2069,Wide Body,328
2070,Airbus,Model_2070,Turboprop,349
2071,Airbus,Model_2071,Turboprop,68
2072,Airbus,Model_2072,Turboprop,129
2073,Boeing,Model_2073,Regional Jet,227
2074,Airbus,Model_2074,Wide Body,397
2075,Cessna,Model_2075,Wide Body,91
2076,Bombardier,Model_2076,Narrow Body,383
2077,Embraer,Model_2077,Turboprop,397
2078,Bombardier,Model_2078,Wide Body,69
2079,Cessna,Model_2079,Regional Jet,296
2080,Bombardier,Model_2080,Narrow Body,395
2081,Cessna,Model_2081,Wide Body,279
2082,Embraer,Model_2082,Regional Jet,92
2083,Embraer,Model_2083,Turboprop,351
2084,Boeing,Model_2084,Turboprop,382
2085,Boeing,Model_2085,Wide Body,364
2086,Embraer,Model_2086,Turboprop,116
2087,Cessna,Model_2087,Turboprop,100
2088,Boeing,Model_2088,Wide Body,235
2089,Bombardier,Model_2089,Narrow Body,315
2090,Embraer,Model_2090,Turboprop,376
2091,Boeing,Model_2091,Narrow Body,216
2092,Bombardier,Model_2092,Turboprop,319
2093,Cessna,Model_2093,Regional Jet,255
2094,Airbus,Model_2094,Narrow Body,145
2095,Boeing,Model_2095,Wide Body,190
2096,Boeing,Model_2096,Turboprop,336
2097,Embraer,Model_2097,Regional Jet,128
2098,Boeing,Model_2098,Wide Body,166
2099,Airbus,Model_2099,Wide Body,307
2100,Embraer,Model_2100,Regional Jet,149
2101,Embraer,Model_2101,Regional Jet,116
2102,Airbus,Model_2102,Wide Body,67
2103,Bombardier,Model_2103,Wide Body,233
2104,Cessna,Model_2104,Wide Body,70
2105,Boeing,Model_2105,Wide Body,284
2106,Bombardier,Model_2106,Turboprop,227
2107,Bombardier,Model_2107,Regional Jet,121
2108,Bombardier,Model_2108,Wide Body,162
2109,Airbus,Model_2109,Narrow Body,70
2110,Bombardier,Model_2110,Regional Jet,335
2111,Airbus,Model_2111,Wide Body,72
2112,Embraer,Model_2112,Regional Jet,53
2113,Airbus,Model_2113,Regional Jet,239
2114,Airbus,Model_2114,Narrow Body,107
2115,Cessna,Model_2115,Wide Body,398
2116,Airbus,Model_2116,Turboprop,385
2117,Boeing,Model_2117,Regional Jet,196
2118,Boeing,Model_2118,Narrow Body,316
2119,Cessna,Model_2119,Wide Body,216
2120,Airbus,Model_2120,Wide Body,399
2121,Embraer,Model_2121,Regional Jet,314
2122,Airbus,Model_2122,Regional Jet,337
2123,Boeing,Model_2123,Regional Jet,226
2124,Bombardier,Model_2124,Regional Jet,322
2125,Boeing,Model_2125,Regional Jet,385
2126,Embraer,Model_2126,Regional Jet,195
2127,Airbus,Model_2127,Turboprop,202
2128,Airbus,Model_2128,Wide Body,209
2129,Embraer,Model_2129,Regional Jet,78
2130,Cessna,Model_2130,Turboprop,161
2131,Airbus,Model_2131,Turboprop,144
2132,Embraer,Model_2132,Turboprop,211
2133,Airbus,Model_2133,Narrow Body,289
2134,Cessna,Model_2134,Turboprop,240
2135,Cessna,Model_2135,Regional Jet,102
2136,Embraer,Model_2136,Turboprop,363
2137,Airbus,Model_2137,Turboprop,174
2138,Airbus,Model_2138,Turboprop,381
2139,Bombardier,Model_2139,Wide Body,260
2140,Cessna,Model_2140,Narrow Body,205
2141,Boeing,Model_2141,Turboprop,285
2142,Cessna,Model_2142,Regional Jet,283
2143,Embraer,Model_2143,Narrow Body,200
2144,Airbus,Model_2144,Regional Jet,229
2145,Boeing,Model_2145,Wide Body,295
2146,Embraer,Model_2146,Turboprop,63
2147,Bombardier,Model_2147,Narrow Body,132
2148,Cessna,Model_2148,Narrow Body,389
2149,Boeing,Model_2149,Turboprop,256
2150,Embraer,Model_2150,Turboprop,316
2151,Airbus,Model_2151,Regional Jet,329
2152,Boeing,Model_2152,Wide Body,223
2153,Cessna,Model_2153,Narrow Body,310
2154,Bombardier,Model_2154,Narrow Body,248
2155,Embraer,Model_2155,Regional Jet,254
2156,Embraer,Model_2156,Wide Body,324
2157,Cessna,Model_2157,Wide Body,347
2158,Airbus,Model_2158,Turboprop,400
2159,Bombardier,Model_2159,Narrow Body,219
2160,Embraer,Model_2160,Turboprop,211
2161,Boeing,Model_2161,Regional Jet,164
2162,Bombardier,Model_2162,Wide Body,176
2163,Cessna,Model_2163,Regional Jet,365
2164,Airbus,Model_2164,Wide Body,248
2165,Cessna,Model_2165,Regional Jet,330
2166,Cessna,Model_2166,Turboprop,396
2167,Bombardier,Model_2167,Regional Jet,395
2168,Boeing,Model_2168,Narrow Body,367
2169,Airbus,Model_2169,Turboprop,87
2170,Bombardier,Model_2170,Regional Jet,224
2171,Bombardier,Model_2171,Narrow Body,172
2172,Cessna,Model_2172,Narrow Body,99
2173,Boeing,Model_2173,Wide Body,128
2174,Bombardier,Model_2174,Wide Body,131
2175,Bombardier,Model_2175,Wide Body,231
2176,Airbus,Model_2176,Turboprop,373
2177,Cessna,Model_2177,Regional Jet,232
2178,Boeing,Model_2178,Turboprop,145
2179,Embraer,Model_2179,Turboprop,149
2180,Boeing,Model_2180,Regional Jet,361
2181,Airbus,Model_2181,Narrow Body,277
2182,Airbus,Model_2182,Narrow Body,56
2183,Bombardier,Model_2183,Wide Body,391
2184,Embraer,Model_2184,Wide Body,89
2185,Bombardier,Model_2185,Wide Body,328
2186,Boeing,Model_2186,Regional Jet,371
2187,Bombardier,Model_2187,Wide Body,293
2188,Bombardier,Model_2188,Turboprop,253
2189,Embraer,Model_2189,Narrow Body,218
2190,Airbus,Model_2190,Turboprop,209
2191,Boeing,Model_2191,Wide Body,218
2192,Boeing,Model_2192,Narrow Body,383
2193,Cessna,Model_2193,Regional Jet,198
2194,Embraer,Model_2194,Regional Jet,212
2195,Bombardier,Model_2195,Turboprop,88
2196,Embraer,Model_2196,Narrow Body,285
2197,Bombardier,Model_2197,Turboprop,216
2198,Boeing,Model_2198,Wide Body,215
2199,Airbus,Model_2199,Regional Jet,112
2200,Cessna,Model_2200,Regional Jet,167
2201,Cessna,Model_2201,Regional Jet,132
2202,Bombardier,Model_2202,Wide Body,269
2203,Cessna,Model_2203,Wide Body,262
2204,Airbus,Model_2204,Turboprop,96
2205,Embraer,Model_2205,Narrow Body,270
2206,Embraer,Model_2206,Narrow Body,54
2207,Embraer,Model_2207,Turboprop,296
2208,Boeing,Model_2208,Narrow Body,302
2209,Cessna,Model_2209,Regional Jet,140
2210,Embraer,Model_2210,Narrow Body,253
2211,Cessna,Model_2211,Narrow Body,235
2212,Boeing,Model_2212,Wide Body,133
2213,Boeing,Model_2213,Regional Jet,327
2214,Boeing,Model_2214,Wide Body,200
2215,Embraer,Model_2215,Narrow Body,61
2216,Cessna,Model_2216,Narrow Body,80
2217,Bombardier,Model_2217,Wide Body,157
2218,Boeing,Model_2218,Wide Body,65
2219,Airbus,Model_2219,Regional Jet,384
2220,Airbus,Model_2220,Wide Body,158
2221,Boeing,Model_2221,Regional Jet,132
2222,Boeing,Model_2222,Turboprop,292
2223,Embraer,Model_2223,Wide Body,176
2224,Bombardier,Model_2224,Regional Jet,347
2225,Cessna,Model_2225,Narrow Body,339
2226,Cessna,Model_2226,Wide Body,161
2227,Airbus,Model_2227,Wide Body,260
2228,Embraer,Model_2228,Narrow Body,235
2229,Cessna,Model_2229,Regional Jet,235
2230,Embraer,Model_2230,Turboprop,112
2231,Bombardier,Model_2231,Wide Body,165
2232,Embraer,Model_2232,Narrow Body,292
2233,Bombardier,Model_2233,Turboprop,145
2234,Embraer,Model_2234,Turboprop,268
2235,Boeing,Model_2235,Regional Jet,171
2236,Embraer,Model_2236,Wide Body,67
2237,Cessna,Model_2237,Wide Body,317
2238,Embraer,Model_2238,Narrow Body,252
2239,Boeing,Model_2239,Regional Jet,288
2240,Cessna,Model_2240,Narrow Body,209
2241,Bombardier,Model_2241,Turboprop,397
2242,Cessna,Model_2242,Narrow Body,225
2243,Embraer,Model_2243,Regional Jet,174
2244,Bombardier,Model_2244,Narrow Body,316
2245,Boeing,Model_2245,Wide Body,315
2246,Bombardier,Model_2246,Wide Body,378
2247,Bombardier,Model_2247,Regional Jet,382
2248,Embraer,Model_2248,Narrow Body,343
2249,Bombardier,Model_2249,Turboprop,319
2250,Airbus,Model_2250,Turboprop,198
2251,Cessna,Model_2251,Regional Jet,90
2252,Cessna,Model_2252,Turboprop,289
2253,Boeing,Model_2253,Wide Body,100
2254,Cessna,Model_2254,Narrow Body,348
2255,Bombardier,Model_2255,Turboprop,175
2256,Boeing,Model_2256,Narrow Body,224
2257,Airbus,Model_2257,Wide Body,320
2258,Boeing,Model_2258,Wide Body,279
2259,Airbus,Model_2259,Regional Jet,383
2260,Embraer,Model_2260,Regional Jet,250
2261,Airbus,Model_2261,Narrow Body,169
2262,Embraer,Model_2262,Turboprop,196
2263,Airbus,Model_2263,Wide Body,150
2264,Cessna,Model_2264,Regional Jet,108
2265,Bombardier,Model_2265,Wide Body,113
2266,Cessna,Model_2266,Wide Body,394
2267,Airbus,Model_2267,Turboprop,204
2268,Bombardier,Model_2268,Turboprop,86
2269,Embraer,Model_2269,Wide Body,179
2270,Cessna,Model_2270,Wide Body,83
2271,Bombardier,Model_2271,Turboprop,288
2272,Cessna,Model_2272,Wide Body,397
2273,Embraer,Model_2273,Narrow Body,248
2274,Embraer,Model_2274,Regional Jet,217
2275,Bombardier,Model_2275,Regional Jet,148
2276,Cessna,Model_2276,Regional Jet,320
2277,Boeing,Model_2277,Turboprop,336
2278,Airbus,Model_2278,Narrow Body,270
2279,Airbus,Model_2279,Narrow Body,321
2280,Bombardier,Model_2280,Narrow Body,274
2281,Boeing,Model_2281,Narrow Body,146
2282,Embraer,Model_2282,Turboprop,121
2283,Cessna,Model_2283,Turboprop,378
2284,Airbus,Model_2284,Narrow Body,181
2285,Bombardier,Model_2285,Wide Body,197
2286,Bombardier,Model_2286,Wide Body,325
2287,Bombardier,Model_2287,Regional Jet,302
2288,Airbus,Model_2288,Regional Jet,395
2289,Boeing,Model_2289,Turboprop,400
2290,Bombardier,Model_2290,Turboprop,340
2291,Boeing,Model_2291,Turboprop,374
2292,Embraer,Model_2292,Turboprop,295
2293,Bombardier,Model_2293,Regional Jet,123
2294,Cessna,Model_2294,Regional Jet,334
2295,Embraer,Model_2295,Narrow Body,174
2296,Boeing,Model_2296,Turboprop,303
2297,Bombardier,Model_2297,Regional Jet,230
2298,Embraer,Model_2298,Regional Jet,214
2299,Bombardier,Model_2299,Regional Jet,131
2300,Embraer,Model_2300,Wide Body,98
2301,Airbus,Model_2301,Wide Body,66
2302,Airbus,Model_2302,Narrow Body,372
2303,Embraer,Model_2303,Narrow Body,280
2304,Cessna,Model_2304,Turboprop,192
2305,Embraer,Model_2305,Wide Body,243
2306,Bombardier,Model_2306,Narrow Body,303
2307,Airbus,Model_2307,Regional Jet,374
2308,Bombardier,Model_2308,Narrow Body,112
2309,Cessna,Model_2309,Turboprop,147
2310,Airbus,Model_2310,Narrow Body,78
2311,Bombardier,Model_2311,Regional Jet,92
2312,Cessna,Model_2312,Regional Jet,252
2313,Airbus,Model_2313,Turboprop,332
2314,Cessna,Model_2314,Regional Jet,274
2315,Airbus,Model_2315,Turboprop,95
2316,Boeing,Model_2316,Narrow Body,207
2317,Embraer,Model_2317,Turboprop,371
2318,Cessna,Model_2318,Regional Jet,204
2319,Boeing,Model_2319,Narrow Body,264
2320,Cessna,Model_2320,Wide Body,61
2321,Airbus,Model_2321,Regional Jet,136
2322,Bombardier,Model_2322,Narrow Body,105
2323,Embraer,Model_2323,Wide Body,76
2324,Boeing,Model_2324,Narrow Body,280
2325,Airbus,Model_2325,Turboprop,354
2326,Airbus,Model_2326,Turboprop,218
2327,Airbus,Model_2327,Turboprop,263
2328,Cessna,Model_2328,Narrow Body,280
2329,Embraer,Model_2329,Turboprop,175
2330,Bombardier,Model_2330,Wide Body,309
2331,Airbus,Model_2331,Narrow Body,396
2332,Bombardier,Model_2332,Turboprop,190
2333,Bombardier,Model_2333,Regional Jet,142
2334,Airbus,Model_2334,Wide Body,314
2335,Cessna,Model_2335,Wide Body,314
2336,Embraer,Model_2336,Wide Body,181
2337,Embraer,Model_2337,Regional Jet,287
2338,Bombardier,Model_2338,Wide Body,55
2339,Bombardier,Model_2339,Turboprop,312
2340,Cessna,Model_2340,Wide Body,170
2341,Boeing,Model_2341,Narrow Body,248
2342,Embraer,Model_2342,Wide Body,132
2343,Boeing,Model_2343,Wide Body,311
2344,Embraer,Model_2344,Regional Jet,281
2345,Cessna,Model_2345,Narrow Body,326
2346,Cessna,Model_2346,Narrow Body,341
2347,Airbus,Model_2347,Turboprop,273
2348,Airbus,Model_2348,Regional Jet,388
2349,Embraer,Model_2349,Regional Jet,256
2350,Bombardier,Model_2350,Regional Jet,216
2351,Boeing,Model_2351,Narrow Body,88
2352,Bombardier,Model_2352,Wide Body,223
2353,Cessna,Model_2353,Turboprop,261
2354,Airbus,Model_2354,Wide Body,400
2355,Bombardier,Model_2355,Turboprop,360
2356,Bombardier,Model_2356,Turboprop,177
2357,Boeing,Model_2357,Turboprop,280
2358,Bombardier,Model_2358,Narrow Body,232
2359,Bombardier,Model_2359,Wide Body,399
2360,Boeing,Model_2360,Wide Body,63
2361,Bombardier,Model_2361,Narrow Body,321
2362,Cessna,Model_2362,Narrow Body,116
2363,Cessna,Model_2363,Regional Jet,367
2364,Bombardier,Model_2364,Wide Body,229
2365,Cessna,Model_2365,Regional Jet,199
2366,Boeing,Model_2366,Wide Body,332
2367,Boeing,Model_2367,Wide Body,250
2368,Embraer,Model_2368,Wide Body,80
2369,Airbus,Model_2369,Wide Body,341
2370,Airbus,Model_2370,Wide Body,362
2371,Boeing,Model_2371,Turboprop,181
2372,Embraer,Model_2372,Wide Body,324
2373,Boeing,Model_2373,Narrow Body,235
2374,Boeing,Model_2374,Turboprop,175
2375,Airbus,Model_2375,Regional Jet,290
2376,Embraer,Model_2376,Narrow Body,290
2377,Embraer,Model_2377,Narrow Body,208
2378,Airbus,Model_2378,Turboprop,160
2379,Embraer,Model_2379,Narrow Body,227
2380,Boeing,Model_2380,Wide Body,166
2381,Cessna,Model_2381,Turboprop,234
2382,Boeing,Model_2382,Wide Body,73
2383,Cessna,Model_2383,Narrow Body,369
2384,Boeing,Model_2384,Turboprop,383
2385,Cessna,Model_2385,Turboprop,250
2386,Embraer,Model_2386,Wide Body,352
2387,Airbus,Model_2387,Narrow Body,73
2388,Embraer,Model_2388,Wide Body,153
2389,Bombardier,Model_2389,Wide Body,337
2390,Bombardier,Model_2390,Turboprop,320
2391,Bombardier,Model_2391,Regional Jet,287
2392,Airbus,Model_2392,Regional Jet,242
2393,Embraer,Model_2393,Turboprop,162
2394,Bombardier,Model_2394,Wide Body,173
2395,Bombardier,Model_2395,Turboprop,383
2396,Cessna,Model_2396,Regional Jet,397
2397,Embraer,Model_2397,Turboprop,369
2398,Embraer,Model_2398,Narrow Body,346
2399,Airbus,Model_2399,Wide Body,387
2400,Airbus,Model_2400,Narrow Body,283
2401,Bombardier,Model_2401,Narrow Body,129
2402,Bombardier,Model_2402,Regional Jet,101
2403,Embraer,Model_2403,Narrow Body,304
2404,Bombardier,Model_2404,Narrow Body,180
2405,Airbus,Model_2405,Narrow Body,95
2406,Boeing,Model_2406,Regional Jet,236
2407,Bombardier,Model_2407,Wide Body,85
2408,Embraer,Model_2408,Regional Jet,346
2409,Boeing,Model_2409,Narrow Body,71
2410,Airbus,Model_2410,Narrow Body,89
2411,Boeing,Model_2411,Regional Jet,115
2412,Cessna,Model_2412,Wide Body,289
2413,Embraer,Model_2413,Narrow Body,74
2414,Airbus,Model_2414,Regional Jet,128
2415,Cessna,Model_2415,Regional Jet,247
2416,Bombardier,Model_2416,Wide Body,120
2417,Airbus,Model_2417,Turboprop,87
2418,Cessna,Model_2418,Regional Jet,178
2419,Airbus,Model_2419,Wide Body,318
2420,Boeing,Model_2420,Regional Jet,216
2421,Cessna,Model_2421,Wide Body,202
2422,Airbus,Model_2422,Regional Jet,367
2423,Bombardier,Model_2423,Narrow Body,332
2424,Boeing,Model_2424,Turboprop,256
2425,Embraer,Model_2425,Turboprop,244
2426,Bombardier,Model_2426,Wide Body,195
2427,Cessna,Model_2427,Wide Body,258
2428,Boeing,Model_2428,Turboprop,193
2429,Embraer,Model_2429,Turboprop,350
2430,Embraer,Model_2430,Regional Jet,175
2431,Bombardier,Model_2431,Regional Jet,217
2432,Embraer,Model_2432,Wide Body,196
2433,Airbus,Model_2433,Regional Jet,284
2434,Bombardier,Model_2434,Regional Jet,366
2435,Boeing,Model_2435,Narrow Body,103
2436,Embraer,Model_2436,Narrow Body,398
2437,Bombardier,Model_2437,Wide Body,289
2438,Airbus,Model_2438,Wide Body,187
2439,Boeing,Model_2439,Narrow Body,180
2440,Cessna,Model_2440,Narrow Body,333
2441,Embraer,Model_2441,Turboprop,63
2442,Boeing,Model_2442,Wide Body,273
2443,Airbus,Model_2443,Turboprop,72
2444,Embraer,Model_2444,Wide Body,354
2445,Bombardier,Model_2445,Narrow Body,197
2446,Cessna,Model_2446,Wide Body,145
2447,Bombardier,Model_2447,Turboprop,170
2448,Embraer,Model_2448,Regional Jet,203
2449,Embraer,Model_2449,Regional Jet,304
2450,Airbus,Model_2450,Turboprop,214
2451,Embraer,Model_2451,Turboprop,321
2452,Embraer,Model_2452,Narrow Body,55
2453,Embraer,Model_2453,Regional Jet,110
2454,Boeing,Model_2454,Regional Jet,226
2455,Airbus,Model_2455,Regional Jet,329
2456,Bombardier,Model_2456,Wide Body,142
2457,Cessna,Model_2457,Narrow Body,132
2458,Boeing,Model_2458,Wide Body,163
2459,Airbus,Model_2459,Narrow Body,382
2460,Bombardier,Model_2460,Regional Jet,216
2461,Bombardier,Model_2461,Turboprop,306
2462,Embraer,Model_2462,Turboprop,95
2463,Cessna,Model_2463,Narrow Body,354
2464,Boeing,Model_2464,Regional Jet,185
2465,Bombardier,Model_2465,Wide Body,293
2466,Bombardier,Model_2466,Regional Jet,107
2467,Bombardier,Model_2467,Turboprop,337
2468,Bombardier,Model_2468,Wide Body,52
2469,Airbus,Model_2469,Turboprop,62
2470,Bombardier,Model_2470,Regional Jet,269
2471,Cessna,Model_2471,Wide Body,102
2472,Cessna,Model_2472,Narrow Body,225
2473,Boeing,Model_2473,Regional Jet,237
2474,Boeing,Model_2474,Regional Jet,372
2475,Cessna,Model_2475,Narrow Body,341
2476,Airbus,Model_2476,Turboprop,142
2477,Cessna,Model_2477,Regional Jet,173
2478,Bombardier,Model_2478,Narrow Body,358
2479,Bombardier,Model_2479,Regional Jet,298
2480,Bombardier,Model_2480,Narrow Body,153
2481,Cessna,Model_2481,Turboprop,81
2482,Embraer,Model_2482,Narrow Body,127
2483,Bombardier,Model_2483,Regional Jet,356
2484,Bombardier,Model_2484,Turboprop,258
2485,Airbus,Model_2485,Regional Jet,69
2486,Airbus,Model_2486,Regional Jet,193
2487,Bombardier,Model_2487,Regional Jet,258
2488,Airbus,Model_2488,Turboprop,147
2489,Airbus,Model_2489,Regional Jet,252
2490,Cessna,Model_2490,Turboprop,186
2491,Airbus,Model_2491,Regional Jet,172
2492,Boeing,Model_2492,Wide Body,135
2493,Bombardier,Model_2493,Regional Jet,312
2494,Bombardier,Model_2494,Narrow Body,145
2495,Boeing,Model_2495,Regional Jet,379
2496,Boeing,Model_2496,Turboprop,279
2497,Airbus,Model_2497,Narrow Body,130
2498,Cessna,Model_2498,Narrow Body,336
2499,Airbus,Model_2499,Turboprop,117
2500,Bombardier,Model_2500,Regional Jet,91
2501,Airbus,Model_2501,Turboprop,125
2502,Cessna,Model_2502,Regional Jet,185
2503,Cessna,Model_2503,Wide Body,193
2504,Boeing,Model_2504,Wide Body,229
2505,Bombardier,Model_2505,Regional Jet,188
2506,Cessna,Model_2506,Wide Body,195
2507,Cessna,Model_2507,Turboprop,198
2508,Boeing,Model_2508,Turboprop,144
2509,Embraer,Model_2509,Narrow Body,363
2510,Bombardier,Model_2510,Wide Body,236
2511,Cessna,Model_2511,Narrow Body,245
2512,Boeing,Model_2512,Wide Body,107
2513,Boeing,Model_2513,Wide Body,348
2514,Cessna,Model_2514,Regional Jet,76
2515,Embraer,Model_2515,Wide Body,329
2516,Cessna,Model_2516,Regional Jet,263
2517,Embraer,Model_2517,Regional Jet,148
2518,Boeing,Model_2518,Wide Body,118
2519,Boeing,Model_2519,Turboprop,241
2520,Embraer,Model_2520,Narrow Body,373
2521,Cessna,Model_2521,Turboprop,252
2522,Embraer,Model_2522,Turboprop,199
2523,Embraer,Model_2523,Wide Body,137
2524,Bombardier,Model_2524,Regional Jet,345
2525,Airbus,Model_2525,Regional Jet,378
2526,Bombardier,Model_2526,Turboprop,301
2527,Boeing,Model_2527,Regional Jet,193
2528,Embraer,Model_2528,Regional Jet,180
2529,Cessna,Model_2529,Wide Body,95
2530,Cessna,Model_2530,Narrow Body,170
2531,Bombardier,Model_2531,Turboprop,388
2532,Bombardier,Model_2532,Wide Body,194
2533,Bombardier,Model_2533,Wide Body,343
2534,Embraer,Model_2534,Turboprop,80
2535,Cessna,Model_2535,Wide Body,361
2536,Cessna,Model_2536,Narrow Body,216
2537,Airbus,Model_2537,Wide Body,137
2538,Cessna,Model_2538,Turboprop,108
2539,Boeing,Model_2539,Regional Jet,174
2540,Bombardier,Model_2540,Turboprop,282
2541,Airbus,Model_2541,Wide Body,188
2542,Cessna,Model_2542,Turboprop,167
2543,Airbus,Model_2543,Regional Jet,289
2544,Airbus,Model_2544,Narrow Body,399
2545,Bombardier,Model_2545,Regional Jet,174
2546,Airbus,Model_2546,Turboprop,146
2547,Airbus,Model_2547,Narrow Body,368
